"Manfred.Kuhlmann@uwr.edu.pl
",2023-09-14 22:53:13,39,2.2951130871058436
"Rafael.Winter@gmail.com
",2023-11-13 18:47:24,39,4.591537022047311
"Engelbert.Jansen@email.com
",2023-11-07 15:14:00,40,0.46137240047713934
"Timo.Bayer@email.com
",2023-06-23 16:23:02,19,0.8280515646520583
"Willibald.Krebs@gmail.com
",2023-09-02 23:36:31,36,3.4839753723769507
"Ludger.Lehmann@yahoo.co.uk
",2023-04-13 03:36:12,15,8.117169865507176
"Gert.Breuer@gmail.com
",2023-03-29 18:36:13,3,7.350771680343308
"Edwin.Binder@email.com
",2023-08-28 19:26:37,13,3.8985139462517053
"Fredi.Hartung@yahoo.co.uk
",2023-09-24 05:16:28,28,9.728722683427652
"Hans-Otto.Pohl@yahoo.co.uk
",2023-01-17 11:24:54,24,2.060828374571384
"Vladimir.Eckert@yahoo.co.uk
",2023-05-10 13:28:58,17,0.1307686160416155
"Tim.Köster@yahoo.co.uk
",2023-11-03 05:23:38,42,9.641309669901458
"Joachim.Dittrich@email.com
",2023-08-06 10:02:07,39,6.4971046695023
"Jakob.Eckert@gmail.com
",2023-05-15 18:39:25,31,5.699715397569476
"Rafael.Fink@yahoo.co.uk
",2023-08-24 23:08:49,32,6.43516791440446
"Holger.Hansen@gmail.com
",2023-05-16 10:02:46,14,4.355864123457364
"Marius.Rose@uwr.edu.pl
",2023-02-12 22:53:11,1,0.17950731759735428
"Berthold.Hammer@gmail.com
",2023-06-29 18:08:16,9,4.103524095453968
"Burghard.Noack@yahoo.com
",2023-07-22 17:04:30,23,6.726948338643044
"Hubert.Brenner@yahoo.com
",2023-04-05 05:36:33,34,8.03211646314542
"Edgar.Großmann@gmail.com
",2023-07-26 12:41:09,14,1.0025266135160023
"Heinrich.Esser@email.com
",2023-06-04 21:49:54,35,6.089899207948884
"Franz-Josef.Schwab@email.com
",2023-03-01 07:29:08,30,6.743907738018096
"Klaus-Peter.Klose@yahoo.co.uk
",2023-01-30 19:30:03,36,10.546470017834437
"Raimund.Burger@gmail.com
",2023-02-23 10:00:32,27,9.207491978843962
"Falko.@uwr.edu.pl
",2023-11-14 05:58:46,27,9.205022917488575
"Bert.Schön@gmail.com
",2023-02-26 03:48:47,7,0.40875362776209617
"Enrico.Brand@email.com
",2023-03-25 19:34:20,13,6.531118460910089
"Olaf.Bartels@uwr.edu.pl
",2023-09-15 10:45:37,40,7.520985814369411
"Rüdiger.Wirth@yahoo.com
",2023-01-30 03:40:40,37,4.66989585659794
"Bernhard.Kruse@yahoo.co.uk
",2023-09-07 01:42:15,25,7.310189527580276
"Ferdinand.Löffler@uwr.edu.pl
",2023-10-10 01:17:13,19,9.447579754599744
"Roland.Bock@gmail.com
",2023-03-17 15:28:54,5,4.6038110241961325
"Adolf.Klaus@yahoo.com
",2023-03-24 08:19:20,31,0.752515837065795
"Eckard.Bach@email.com
",2023-11-16 04:42:33,9,1.715129325708592
"Olaf.Bartsch@gmail.com
",2023-05-12 09:42:26,24,2.086099226461413
"Holger.Winter@uwr.edu.pl
",2023-10-24 01:02:34,9,8.818455118659527
"Hans-Otto.Kaufmann@yahoo.com
",2023-07-17 13:43:49,8,5.9263255223883595
"Hugo.Schröter@gmail.com
",2023-05-02 12:54:36,35,9.005795786464107
"Carsten.Bach@yahoo.com
",2023-09-07 03:17:03,31,9.177668155080973
"Bernhard.Gerlach@uwr.edu.pl
",2023-06-27 16:44:35,21,8.192379618038366
"Arnold.Wendt@yahoo.com
",2023-08-28 14:41:44,19,7.69330172066634
"Andreas.Brenner@gmail.com
",2023-06-11 05:09:46,16,1.694513355347627
